"form","coordinates","name","season","set","rank","rankindex","precedence","vigil","coincideswith","color","tide"
"of","Y302-","Monday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y303-","Tuesday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y304-","Wednesday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y305-","Thursday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y306-","Friday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y307-","Saturday in the Thirtieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y312-","Monday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y313-","Tuesday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y314-","Wednesday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y315-","Thursday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y316-","Friday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y317-","Saturday in the Thirty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y322-","Monday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y323-","Tuesday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y324-","Wednesday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y325-","Thursday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y326-","Friday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y327-","Saturday in the Thirty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y332-","Monday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y333-","Tuesday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y334-","Wednesday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y335-","Thursday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y336-","Friday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y337-","Saturday in the Thirty-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y342-","Monday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y343-","Tuesday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y344-","Wednesday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y345-","Thursday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y346-","Friday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y347-","Saturday in the Thirty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y341","Christ the King","Ordinary Time","Ordinary after Easter","Movable Solemnity","5","3","true","","white",""
"of","Z1208","Immaculate Conception","Advent","Fixed dates","Fixed Solemnity","6","3","true","","white",""
"of","Z1224","Vigil of Christmas","Christmas season","Fixed dates","Christmas","1","2","true","","white",""
"of","Z1225","Kerstmis","Christmas season","Fixed dates","Christmas","1","2","true","","white",""
"of","Z1226","Feast of Saint Stephen, first martyr","Christmas season","Fixed dates","Feast","9","7","","","red",""
"of","Z1227","Feast of Saint John, apostle and evangelist","Christmas season","Fixed dates","Feast","9","7","","","white",""
"of","Z1228","Feast of the Holy Innocents","Christmas season","Fixed dates","Feast","9","7","","","red",""
"of","Z0101","Solemnity of Mary","Christmas season","Fixed dates","Fixed Solemnity","6","3","","","white",""
"of","Z0325","Annunciation","Lent","Fixed dates","Fixed Solemnity","6","3","true","","white",""
"of","Z0319","Joseph, husband of Mary","Lent","Fixed dates","Fixed Solemnity","6","3","true","","white",""
"of","Z0624","Solemnity of the Birth of John the Baptist","Ordinary Time","Fixed dates","Fixed Solemnity","6","3","","","white",""
"of","Z0629","Solemnity of SS. Peter and Paul, apostles","Ordinary Time","Fixed dates","Fixed Solemnity","6","3","","","white",""
"of","Z0815","Solemnity of the Assumption of the Blessed Virgin Mary","Ordinary Time","Fixed dates","Fixed Solemnity","6","3","","","white",""
"of","Z1101","Solemnity of All Saints","Ordinary Time","Fixed dates","Fixed Solemnity","6","3","","","white",""
"of","Z1102","All Souls","Ordinary Time","Fixed dates","
			","6","3","","","violet",""
"of","Z0125","Feast of the Conversion of Paul","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0202","Feast of the Presentation of the Lord","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0222","Feast of the Chair of St. Peter, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0531","Feast of the Visitation","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0806","Feast of the Transfiguration","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0908","Feast of the Birth of Mary","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0929","Feast of Michael, Gabriel and Raphael, Archangels","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z1109","Feast of the Dedication of St. John Lateran","Ordinary Time","Fixed dates","Feast","9","7","","","white",""
"of","Z0503","Feast of SS. Philip and James, apostles","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0425","Feast of St. Mark, evangelist","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0514","Feast of St. Matthias, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0703","Feast of St. Thomas, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0725","Feast of St. James, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0810","Feast of St. Lawrence, deacon and martyr","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0824","Feast of St. Bartholomew, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0914","Feast of the Triumph of the Cross","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z0921","Feast of St. Matthew, apostle and evangelist","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z1018","Feast of St. Luke, evangelist","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z1028","Feast of SS. Simon and Jude, apostles","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z1130","Feast of St. Andrew, apostle","Ordinary Time","Fixed dates","Feast","9","7","","","red",""
"of","Z1130-","Feast of St. Andrew, apostle","Ordinary Time","Duplicate fixed dates","Feast","9","7","","","white",""
